Ticker,Equity Bond
BATRA,-28.507158645513957
BATRK,-6.365196746275909
BBCP,9.198115535115983
BBGI,-1302.241615726182
BBIO,-11.1393405830819
BBLG,-286.02228841904764
BBSI,6.214555109991537
BCAB,-468.5639825596418
BCAL,7.183916167581102
BCAX,-7.766185175138382
BCBP,22.791049481234918
BCDA,-104.73280020587765
BCG,1.4141400915262894
BCML,12.503688060409871
BCOV,-10.7477751843119
BCOW,-12.286627362364799
BCPC,2.6244110864952668
BCRX,-14.333228549296942
BDSX,-35.49237980497752
BDTX,-59.467591147435186
BEAM,-6.1897730378358595
BEAT,-24.618229513908947
BECN,8.059858302712932
BEEM,-41.93976537095145
BELFA,48.45638204470997
BELFB,10.215626990544964
BENF,-5089.18153824679
BFC,9.843835168544226
BFIN,7.735279658778568
BFRG,-26.72556647885293
BFRI,-202.40870891315507
BFST,11.532231447498154
BGC,1.6279003037284139
BGFV,-30.869367872016145
BHF,-41.40366963487964
BHFAP,-59.72237256922094
BHIL,-836.0915950462959
BHRB,2.647346850979389
BIAF,-71.52048405069186
BIGC,-13.180442295134624
BIIB,6.252156410980023
BIOA,-37.817584812111114
BIRD,-441.67874646018106
BIVI,-176.7758375918776
BJDX,-501.51952451987984
BJRI,1.1967075116566273
BKNG,3.528854959589926
BKR,5.660554378779274
BKYI,-187.545170000403
BL,1.5225922351092371
BLAC,3.603497096402858
BLBD,2.313896328888295
BLDE,-19.38680919373151
BLFS,-5.3657707382787425
BLFY,-3.3719267989291013
BLIN,-43.765647975931785
BLKB,0.4548724347123069
BLMN,25.616316847564942
BLNK,-169.36504546158903
BLTE,-1.7208184726567024
BLUE,-310.2379900336702
BLZE,-19.552518353099888
BMBL,0.6103362598239446
BMEA,-82.33153469245701
BMRA,-82.16693054008269
BMRC,6.564698595527416
BMRN,1.5845626231412997
BNGO,-1881.8617259001612
BNIX,0.8326794742163803
BNTC,-7.140627358976806
BNZI,-130.41442444569674
BOF,-21.362678222302325
BOKF,9.863514203981817
BOLD,-99.40678477347222
BOLT,-354.5068120002685
BOOM,30.336783055995266
BOTJ,16.276492687707673
BOXL,-502.87101170482214
BPMC,-7.143963696145658
BPOP,9.63979240958852
BPRN,13.99122291175175
BPTH,-366.7764669210879
BRFH,-5.161912789922104
BRID,4.8598326052877034
BRKL,8.740034068059792
BRKR,6.330024900028819
BRLT,18.150640785531728
BRTX,-63.790930472204934
BRY,16.95002075746791
BRZE,-3.859480307780093
BSBK,0.4716363568994129
BSET,-2.004898237151322
BSGM,-160.0620744044843
BSRR,11.041303729312974
BSVN,9.420204619467707
BSY,1.3765847567570904
BTAI,-1172.5178319637193
BTBD,-9.31866563836824
BTBT,-2.8967783126106856
BTCS,13.996564805937743
BTM,5.37312630348719
BTMD,-0.07473288325788563
BTOC,12.272285322142604
BTOG,-640.8844858737792
BTSG,-4.29543480163683
BUSE,11.389497365460896
BVFL,11.584878144463593
BVS,-17.645355897522865
BWB,13.833516835549602
BWEN,21.111689668329735
BWFG,19.616309574105017
BWIN,-5.8755916392654
BWMN,-1.4835568127080425
BYFC,14.346405068118868
BYND,-135.25263607524082
BYRN,-1.3655404912866627
BYSI,-32.047051336985255
BZFD,-66.47796944655319
CABA,-58.66916979210577
CAC,7.181870654336092
CACC,5.975476242367995
CADL,-11.930509710186161
CAKE,3.4553578931540265
CALC,-96.5295333114409
CALM,21.156235036116357
CAMP,-55.0643396271859
CAPR,-3.2289877986462554
CAR,62.108418428140155
CARA,-542.3816925499584
CARE,7.16749179293366
CARG,1.5296221752790722
CARM,-455.3455464934564
CART,-16.668881723213495
CARV,-50.655667461622635
CASH,9.539191922241757
CASI,-71.90967278637346
CASK,-579.7920068913005
CASS,6.701556572317495
CASY,3.8466154067225804
CATY,12.231999880145205
CBFV,20.172515472214457
CBLL,-3.548354508635523
CBNK,8.992577626614715
CBRL,7.347670871092758
CBSH,6.98781100424741
CBUS,-443.88669436608603
CCAP,11.632485887100273
CCB,4.327337950877287
CCBG,10.186036607589323
CCCC,-55.32234214288076
CCCS,-1.1776140442482765
CCD,-2.6106278365793845
CCLD,-80.65700905428301
CCNE,13.667994222941923
CCOI,32.27997634286015
CCRN,17.515402366722487
CCSI,19.258695899322518
CDIO,-47.18526408065867
CDLX,-90.76868057747808
CDMO,0.1991827284612366
CDNA,-15.202409185171495
CDNS,1.5669042833439228
CDT,-15.808478072015742
CDTX,-10.842212540343706
CDW,5.483853417927696
CDXC,-1.1775526836555577
CDXS,-21.920743604041057
CDZI,-8.295774647078519
CEAD,-50.204721941230524
CECO,2.1775273231879675
CEG,2.5536023603123037
CELC,-13.525536600974089
CELH,5.224416310420757
CELU,-408.1485909147373
CELZ,-95.4148263269618
CENT,41.74055726430591
CENTA,9.836851072905096
CENX,-3.961678010140894
CEP,-0.23927969870739416
CEPO,-0.0016835571934248168
CERS,-11.164657432771637
CERT,-2.4501333023941965
CETX,-137.81800429140787
CETY,-24.546863837388734
CEVA,-1.1017658568720292
CFB,10.786454755131933
CFBK,17.21585865601691
CFFI,12.016451307994434
CFFN,-17.97395132009039
CFLT,-5.441058599551146
CFSB,3.4356240745250775
CG,-3.1007542096030116
CGBD,10.057163317172394
CGEM,-28.889000696205404
CGNX,2.026013116993186
CGO,4.313260428540044
CGON,-2.1746465020918593
CGTX,-93.19514951555
CHCI,10.462178240378465
CHCO,8.342727738975096
CHDN,6.209992845554833
CHEF,2.561826090364962
CHMG,13.131660771363448
CHRD,19.739044424994596
CHRW,3.528709539453586
CHTR,14.139176448051566
CHW,6.8764915555343835
CHX,7.798099895767499
CHY,-1.1243520182771434
CIFR,-1.0871916403235815
CINF,10.633420106751753
CISO,-700.2054621769249
CIVB,15.387631315357456
CKPT,-33.98020153686566
CLAR,-11.428075385069624
CLBK,2.978251462752125
CLDX,-9.01372624373524
CLFD,8.462075939359265
CLMB,2.918569494132576
CLMT,3.1528889188983125
CLNE,-14.511127506924492
CLNN,-131.3220126316581
CLOV,-12.013248113693532
CLPT,-4.724306737821926
CLRB,-354.76555002728503
CLSD,-45.56555118853405
CLSK,-4.415422647788911
CLST,1.3727295457795707
CLYM,-26.222494343933633
CMCO,7.522055234077375
CMCSA,16.35900831764184
CMCT,-495.66281223732557
CME,4.789646065171744
CMLS,-718.1031715776511
CMPO,7.705398248531517
CMPX,-10.027512409389006
CMRX,-24.011482692019033
CMTL,-56.247763090628865
CNDT,-53.654458499650026
CNFR,-203.6921465334804
CNOB,12.086196648886364
CNSP,-340.8765683691884
CNTX,-36.64335309318975
CNTY,-24.895092131897357
CNVS,-16.303291970930932
CNXC,12.824381446553554
CNXN,5.939578033817463
COCO,2.757812971997821
COCP,-94.52822248781419
CODA,3.8359106558106753
CODX,-162.39092195578883
COEP,-76.38286562023706
COFS,8.615455262060737
COGT,-19.37559489500957
COHU,4.374218982298485
COIN,-0.13185833856664256
COKE,5.279447842546916
COLB,8.225213900702439
COLL,7.526588187328276
COLM,6.6946891980554994
COMM,-66.5094773828125
COO,2.169932235339027
COOP,9.920754392804124
CORT,1.7863329545387319
CORZ,-7.138846344519891
COSM,-110.24814508835772
COST,1.9008394769375374
COYA,-6.836107647249744
CPB,9.923553566433323
CPBI,3.4947995406661945
CPHC,14.382386497026134
CPIX,-21.012959535841055
CPRT,2.7928727347128572
CPRX,3.503060313906021
CPSH,7.724480558839401
CPSS,24.416650386768342
CPZ,3.5658072357520663
CRAI,4.227607453672419
CRBP,-38.508550399433915
CRBU,-82.12098638449021
CRCT,28.460594100588253
CRDF,-15.534818855525181
CRDO,-0.14916607432383894
CREX,-10.97173977385991
CRGX,-58.42044907978433
CRIS,-160.45176568076664
CRKN,-269.8440185382766
CRMD,-7.745444355832974
CRMT,6.582890990060037
CRNC,-7.444891537572711
CRNX,-5.96362568230723
CROX,15.541642497957515
CRSR,-0.364745019222765
CRUS,4.827535302144281
CRVL,1.419080654470418
CRVO,-11.591984320999149
CRVS,-8.296588415770325
CRWD,-0.16326942427211116
CRWS,15.94801933588891
CSBR,-3.84099326350164
CSCO,6.300911946112296
CSGP,1.592190396624061
CSGS,5.379376720614113
CSLR,-73.27704458900386
CSPI,2.4850852791626297
CSQ,5.828113534283925
CSTL,-7.124229568098627
CSWC,3.7710607663570284
CSWI,2.3275779618033687
CSX,7.8015172580018515
CTAS,2.074920197946741
CTBI,10.312567563819346
CTCX,-166.5716864770995
CTHR,-310.5626266542926
CTKB,-2.262594998131116
CTLP,0.13584401056965195
CTMX,5.054353808286248
CTNM,12.981455254414056
CTNT,3.1868984503433317
CTOR,-13.839040581083454
CTRN,35.790780891912284
CTSH,6.780393416380559
CTSO,-48.122969788083296
CTXR,-138.28716134211757
CUBA,20.270943754797546
CUE,-56.79665457595274
CURI,-33.54687605722228
CUTR,-1870.9146945542495
CVBF,11.096314883271715
CVCO,7.3717910738728225
CVGI,50.65527968914849
CVGW,3.0219935033443837
CVKD,-23.71488920435203
CVLT,-0.21916728923283285
CVRX,-10.9437913154314
CVV,-16.696713319263612
CWBC,9.431183527191626
CWD,-293.7033676453458
CWST,0.5456026322610408
CXDO,-0.1700021342995224
CYCC,-652.2899920319068
CYCCP,-29.630510972369205
CYCN,-87.34383466137392
CYN,-907.4253376202021
CYRX,-27.233714779683392
CYTH,-80.63872129532001
CYTK,-9.200796165640003
CZFS,7.475323873375308
CZNC,9.391911836373874
CZR,-0.7947636309380499
CZWI,12.041993047803507
DAIO,2.454159547799449
DAKT,1.752918814114523
DALN,-20.128222895822663
DARE,-110.05305235632844
DASH,-0.7195061444968447
DAVE,-4.747197235017006
DAWN,-15.5204780317421
DBX,7.786209676587727
DCGO,3.37857609046699
DCOM,10.187802889879825
DCTH,-8.524736719769708
DDOG,0.13433871980584094
DECA,4.177338912487585
DENN,8.277752579050924
DERM,-5.0397465606921195
DFLI,-81.89031744693119
DGICA,1.2040538820886928
DGICB,6.806273773445046
DGII,2.257466064843862
DGLY,-1718.164773411371
DH,-56.161976402967376
DHC,-45.02408824289011
DHIL,14.485709849390528
DIBS,-15.532139238079587
DIOD,10.626412859066425
DJCO,5.204398536518168
DKNG,-3.9204083726441734
DLHC,0.7712838965751563
DLTH,3.2580744603469505
DLTR,13.702308295578636
DMAC,-7.665063443085615
DMLP,7.7411470797920225
DMRC,-5.86934850495847
DNLI,-4.61922216414233
DNTH,-6.667883332754903
DNUT,-2.7186152927912994
DOCU,-0.4610412129022802
DOMO,-32.939460634352685
DORM,4.210401432890289
DPZ,4.144736137460399
DRCT,-84.60350364461677
DRMA,-118.27050120495046
DRRX,-118.6205165640085
DRVN,-31.590295684297022
DSGN,-25.01841713516486
DSGR,-0.13720753851687867
DSP,-2.786162061759926
DTI,18.174028525457164
DTIL,-118.71141645182517
DTSQ,-0.004681313194511178
DTSQU,-0.005332089372841441
DTST,0.9832218756138855
DUOL,0.12871283995979282
DUOT,-18.6416390034022
DVAX,-0.2567271538258901
DWTX,-28.035613640778116
DXCM,2.0893321582993276
DXLG,40.38221658973312
DXPE,5.643204889731127
DXR,0.7452795922870232
DYAI,-15.73004299670069
DYN,-16.715404372622316
EA,4.113416963168891
EAST,-181.20910192035592
EBAY,11.519856603112194
EBC,-3.535010486233469
EBMT,9.595620953158637
EBTC,9.931587842961257
ECBK,4.794948885957038
ECDA,-7.311721505979331
ECOR,-17.737371485994153
ECPG,-15.591944833037902
EDIT,-146.1510170867706
EDSA,-123.83456101409998
EDUC,-25.1093133285326
EEFT,9.331594541866638
EEIQ,-49.987584933358214
EFOI,-64.72020865433198
EFSC,11.321600976863403
EGAN,1.900738615358701
EGBN,16.68868354921395
EGHT,-19.790774239759195
EHTH,-10.68777866081641
EKSO,-131.5438741040891
ELAB,-80.91437795316796
ELDN,-43.738999615511766
ELEV,-120.69614703733038
ELSE,2.3548902237551586
ELTX,-32.735106052256526
ELUT,-49.37450180515603
ELVN,-6.689990419586808
EMBC,10.12970420180801
EMKR,-178.84334941096563
EML,6.685658684416415
ENPH,5.942761888184356
ENSC,-123.38145852012497
ENSG,3.342649614465265
ENTA,-118.77428420461602
ENTG,1.1497336414662995
ENTO,-582.884342152407
ENVB,-1377.0927634025643
ENVX,-9.628191880214237
EOLS,-7.483638141926615
EOSE,-18.771171198054798
EPSN,7.73624067626529
EQ,-54.134964854927205
EQIX,1.2733854156950453
ERAS,-25.129042821791863
ERIE,3.0142928107414266
ERII,2.7735710152293347
ERNA,-116.65442879833539
ESCA,6.174534747842983
ESLA,-27.92773125418216
ESOA,5.420182493115648
ESPR,-58.67314189885187
ESQ,7.793812828088444
ESSA,10.932889375565962
ETNB,-10.373029316169212
ETON,-0.1586539494972241
ETSY,4.74918728109453
EU,-3.7980940558765934
EVCM,-2.401797337999668
EVER,-7.950752708467576
EVGO,-30.03499321560105
EVLV,-16.979616242734505
EVOK,-109.70230607423395
EVRG,5.039366069144692
EVTV,-167.0056027549492
EWBC,10.530962438192452
EWCZ,6.196396766269192
EWTX,-3.751120339501552
EXAS,-1.9733365422231226
EXC,6.6280799331435425
EXE,13.111541979428601
EXEL,2.742550041334436
EXFY,-13.662411041284797
EXLS,2.9028034969009586
EXPE,4.886422533835242
EXPI,-0.7983152854868993
EXPO,2.9164275418093646
EXTR,4.657488320768732
EYE,-7.0913811373863505
EYEN,-485.8293071953664
EYPT,-14.449903483055726
EZFL,-48.79975765761104
EZPW,8.404644010440043
FA,1.4926788101180888
FAAS,-0.22688645440885766
FANG,8.845144494018198
FARM,-88.91727415030478
FARO,-9.394501656163651
FAST,3.601075556565392
FAT,-152.1418570580481
FATBB,-1713.676513215573
FATE,-111.25692365701552
FBIO,-304.9547933643109
FBIOP,-40.91406380164403
FBIZ,10.823755698511112
FBLA,0.6352747491997369
FBLG,-28.905020994145453
FBNC,7.380660884005709
FBRX,-32.88753277515972
FBYD,-256.9777943131512
FCAP,14.063905970109492
FCBC,7.929038719087401
FCCO,7.739764562249177
FCEL,-72.29131116151815
FCFS,6.037807163427077
FCNCA,44.351674639124454
FDBC,8.010950196931905
FDMT,-36.78433735559023
FDSB,1.3102126209540195
FDUS,10.419208204577798
FEAM,-122.4601164819514
FEIM,-3.3509770787240156
FELE,5.342348059746472
FEMY,-55.04393474782231
FENC,-8.998408944457749
FFBC,12.176151204961855
FFIC,8.714465341703018
FFIE,-448.32756815043535
FFIN,4.637835658344583
FFIV,2.837807025921042
FFNW,4.028168238216033
FGBI,9.236138862273222
FGEN,-598.5597192617685
FGF,14.47473283859487
FGI,17.06937545331304
FHB,8.867120514422052
FHTX,-42.55962128551417
FIBK,10.142728487319557
FINW,10.075076561358474
FIP,-20.51546140287511
FISI,11.75358850461651
FITB,10.237946783003418
FITBI,17.65122339471504
FIVE,6.842518438922901
FIVN,-2.6081475749460727
FIZZ,4.846899623366715
FKWL,-7.125617326094982
FLGT,-34.85307683807201
FLIC,10.11645318826538
FLL,-12.93129192789727
FLNC,-6.178434931059144
FLNT,-113.9831605690757
FLUX,-26.5222324506005
FLWS,-16.473577017634568
FLXS,3.6725126423230106
FLYE,19.874606557837904
FLYW,-0.1780139079910247
FMAO,7.905693557595839
FMBH,9.891989611044352
FMNB,11.373837384907498
FNGR,-10.554677885658684
FNKO,-4.448083533162174
FNLC,12.599978048326854
FNWB,2.7853797240495672
FNWD,6.987397578365852
FOLD,-5.210953702326719
FONR,16.179433513361623
FORA,2.5612172267338047
FORD,2.5118263093420445
FORM,2.9119932454048363
FORR,2.214585865043666
FOSL,-184.60610420194453
FOX,14.980718801184558
FOXA,15.110101812386858
FOXF,12.838965831954846
FOXX,0.20899330256509935
FPAY,-15.523979397201598
FRAF,10.314178803979534
FRBA,7.217862222613817
FRGT,-359.34912808530373
FRME,10.139417578402451
FROG,-1.3784390224870822
FRPH,1.0922584704191975
FRPT,-0.407839538878815
FRSH,-2.877744542764824
FRST,-4.152208732688138
FSBC,10.57431393332612
FSBW,14.496219762476425
FSEA,-14.15845769667782
FSFG,5.037104576201688
FSHP,-0.06878742201831374
FSLR,4.979544413247106
FSTR,0.31992834201615405
FSUN,11.573212409460913
FTAI,1.6584218869835823
FTCI,-101.77667726770028
FTDR,5.190135456585029
FTEK,-4.874883284832575
FTHM,-84.28889095193256
FTII,8.130248705354486
FTLF,4.868842734802837
FTNT,1.7245725176907578
FTRE,0.07825845066765129
FULC,-47.363477604184354
FULT,9.696774802109337
FUNC,9.350444461058068
FUND,12.162246692405681
FUSB,16.00888323002114
FVCB,1.9421052103832963
FWONA,9.964905058975067
FWONK,0.9918738424718498
FWRD,6.361446616704169
FWRG,2.84293004198923
FXNC,5.247235103143547
FYBR,1.3139015623254775
GABC,8.526588972431606
GAIA,-5.490461377307284
GAIN,7.252106487322722
GALT,-53.19635808711462
GAME,-111.33657119926934
GANX,-38.726849844668436
GBBK,6.991375772529134
GBDC,6.30760495154455
GBIO,-249.42020224051885
GCBC,8.000583468459162
GCMG,-0.8578390717187596
GDEN,37.655969523215255
GDRX,-11.339301436837957
GDST,1.133192521537267
GDYN,0.2547835372128261
GECC,20.779567621482123
GEG,27.722041912803896
GEHC,5.905311588246385
GEN,4.831693955439516
GENK,37.24506121384317
GEOS,10.992469672887752
GERN,-10.687486996262976
GEVO,-15.804526013349976
GFS,4.737779630383181
GH,-8.145692479181687
GIFI,-21.353006438311887
GIFT,-0.38345164749841504
GIII,-10.66508886645739
GILD,5.594249870337547
GIPR,-47.20325473018148
GLAD,6.512334712685142
GLBZ,11.080618207843104
GLDD,2.515785210222217
GLPI,5.700463218719736
GLSI,-5.211520627523185
GLST,10.650248827334611
GLUE,-33.757473507812925
GLYC,-218.23725786546512
GMGI,-0.2058155365575261
GNLN,-1098.4448535488416
GNLX,-23.209510943772028
GNPX,-636.2390397136346
GNSS,-7.997988079768308
GNTX,8.821458627395828
GO,6.486036813633465
GOCO,-91.73915599539387
GODN,11.365667762483096
GOGO,9.16855193918025
GOOD,0.69521824708739
GOOG,7.643682182451117
GOOGL,7.290181881229032
GORV,-156.27630460864518
GOSS,-77.04171667335326
GOVX,-155.47242661033374
GPAT,-0.004769361413043478
GPCR,-5.50617575325039
GPRE,-14.759476154003238
GPRO,-59.35729197053836
GRAL,-155.57923279087106
GREE,-250.8762417970082
GRI,-231.7179551814305
GROW,14.486576978327825
GRPN,-10.469693155536827
GRWG,-57.667303939357986
GSBC,12.497403055489405
GSHD,1.0150982387613559
GSIT,-21.560174647776794
GT,-27.311558316026602
GTBP,-151.1166409816117
GTIM,3.3214486770501033
GTLB,-1.755817139451117
GUTS,-94.28000860481951
GWAV,-206.26734082888012
GWRS,3.8764050914891603
GXAI,-39.87761871620353
GYRE,-7.751035844220603
HAFC,15.764750479666345
HAIN,-29.931051880232456
HALO,4.864702178845931
HAS,-21.630518681611395
HBAN,9.738841955013216
HBCP,12.367496088215196
HBIO,-3.5516085827205903
HBNC,5.392832764158709
HBT,11.66099879805658
HCAT,-35.39000431619787
HCKT,5.344561879258362
HCP,-4.9379188047541
HCSG,6.5630804594147305
HCTI,-305.1652414101484
HCVI,27.412817326906875
HCWB,-88.24653070168699
HDSN,26.958839948220646
HEES,6.950259160602299
HEPA,-2864.1830929061757
HFBL,17.01614753709757
HFFG,-1.854436065780137
HFWA,8.542968032575658
HGBL,17.583318545504873
HIFS,6.493348361296962
HIT,1.5067794984961338
HLIT,1.493281365071836
HLMN,-0.38631727274938815
HLNE,3.676142470256824
HLVX,-129.8922036411129
HLXB,-0.020644906226411023
HMST,-17.33604316904965
HNNA,7.134517725540654
HNRG,10.852836817260739
HNST,-6.297114598835065
HNVR,10.531083363486236
HOFT,-4.725225341531818
HOFV,-835.5230197735665
HOLO,-289.77800168525533
HOLX,4.176330173919295
HON,4.950165410035147
HONE,5.462323257372784
HOOD,-1.3449773510118017
HOOK,-440.38615899033556
HOPE,12.899396383055286
HOTH,-93.91629810292524
HOUR,-3.762760369276165
HOWL,-61.207257128660245
HPK,16.434563379172676
HQI,4.295933970280089
HQY,-0.3985036081461224
HRMY,7.856241740703146
HROW,-2.2317678149790425
HRTX,-43.01227731762172
HRZN,-4.218618639385474
HSCS,-202.55769538753123
HSDT,-334.38777158080745
HSIC,5.485803441095916
HSII,9.418246268629726
HSON,7.3342662321963115
HSPO,3.1364218744080046
HST,6.836130953396924
HSTM,1.8561029938365738
HTBI,8.994351989399012
HTBK,15.257432467405236
HTLD,2.2717274112021255
HTLF,3.488179632168821
HTZ,22.856318390784576
HUBG,7.95366650816425
HUMA,-20.021963864454474
HURC,4.829035260176197
HURN,3.734425703796926
HUT,-3.2956178084573065
HWBK,0.18966745114061087
HWC,9.671919144233595
HWH,7.056207705164637
HWKN,3.5070809787681965
HYFM,-216.83106322198523
HYMC,-92.61915053776472
HYPR,-61.623164002198706
HYZN,-3713.6631388986148
IAC,10.987156523562746
IART,4.040820206322489
IAS,0.2789892270860851
IBAC,-0.004247942471140479
IBCP,9.893077685334784
IBKR,12.61287530892729
IBOC,12.957987336393565
IBRX,-24.98972862286994
ICAD,-8.667740722504178
ICCH,8.086104032473779
ICCT,-505.4270232647719
ICFI,4.370382187308118
ICHR,-3.409642839901549
ICMB,7.8889655914161665
ICU,-191.84231369202115
ICUI,-2.015203752440081
IDCC,5.086616262646575
IDN,-3.974155920032665
IDXX,2.762960998934755
IDYA,-5.528502350702696
IEP,-18.572123465125348
IESC,3.603976907094032
IGMS,-504.28073681157855
IHRT,-418.24195475343345
III,5.426519509235758
IIIV,-4.693357314049335
IKNA,-99.01305310780613
